date,variable,value,value01
1980-07-01,pce,1747.1,0.106134113680896
1980-08-01,pce,1763.8,0.1075630395906598
1980-09-01,pce,1780.5,0.1089919655004235
1980-10-01,pce,1817.1,0.112123623482301
1980-11-01,pce,1826.8,0.1129535984119242
1980-12-01,pce,1851.7,0.1150841526127097
1981-01-01,pce,1870.0,0.1166499816036484
1981-02-01,pce,1884.2,0.1178649964490763
1981-03-01,pce,1902.9,0.1194650512103088
1981-04-01,pce,1904.4,0.1195933978489103
1981-05-01,pce,1913.8,0.1203977034508133
1981-06-01,pce,1934.5,0.1221688870635144
1981-07-01,pce,1942.1,0.1228191766990955
1981-08-01,pce,1966.6,0.1249155051295873
1981-09-01,pce,1965.5,0.1248213842612795
1981-10-01,pce,1963.9,0.1246844811801045
1981-11-01,pce,1970.6,0.1252577628325247
1981-12-01,pce,1988.8,0.12681503538089
1982-01-01,pce,1997.1,0.1275252201144852
1982-02-01,pce,2021.2,0.1295873227746832
1982-03-01,pce,2024.1,0.1298354596093128
1982-04-01,pce,2026.3,0.1300237013459284
1982-05-01,pce,2044.5,0.1315809738942937
1982-06-01,pce,2048.1,0.1318890058269374
1982-07-01,pce,2072.2,0.1339511084871353
1982-08-01,pce,2080.1,0.1346270674504368
1982-09-01,pce,2104.6,0.1367233958809285
1982-10-01,pce,2125.8,0.1385373617064969
1982-11-01,pce,2149.3,0.1405481257112543
1982-12-01,pce,2161.6,0.1416005681477868
1983-01-01,pce,2174.0,0.1426615670268929
1983-02-01,pce,2177.0,0.142918260304096
1983-03-01,pce,2202.8,0.1451258224880424
1983-04-01,pce,2226.4,0.1471451429353732
1983-05-01,pce,2245.9,0.1488136492371931
1983-06-01,pce,2276.0,0.1513891384517973
1983-07-01,pce,2304.4,0.153819168142653
1983-08-01,pce,2320.4,0.1551881989544027
1983-09-01,pce,2334.9,0.1564288831275509
1983-10-01,pce,2357.6,0.1583711955917208
1983-11-01,pce,2366.3,0.1591156060956097
1983-12-01,pce,2393.6,0.1614515149181576
1984-01-01,pce,2419.4,0.163659077102104
1984-02-01,pce,2403.5,0.1622986027329278
1984-03-01,pce,2431.6,0.1647029630960632
1984-04-01,pce,2457.5,0.166919081722583
1984-05-01,pce,2474.5,0.1683736769600671
1984-06-01,pce,2495.6,0.170179086343062
1984-07-01,pce,2494.6,0.1700935219173276
1984-08-01,pce,2512.2,0.1715994558102523
1984-09-01,pce,2533.8,0.1734476474061144
1984-10-01,pce,2531.3,0.1732337363417785
1984-11-01,pce,2571.4,0.1766648698137262
1984-12-01,pce,2582.6,0.177623191381951
1985-01-01,pce,2618.8,0.1807206235935348
1985-02-01,pce,2640.8,0.1826030409596906
1985-03-01,pce,2648.5,0.1832618870378451
1985-04-01,pce,2659.5,0.1842030957209231
1985-05-01,pce,2696.4,0.1873604230305209
1985-06-01,pce,2689.4,0.1867614720503803
1985-07-01,pce,2715.7,0.1890118164471939
1985-08-01,pce,2752.1,0.1921263615439245
1985-09-01,pce,2794.7,0.1957714060802081
1985-10-01,pce,2755.8,0.1924429499191416
1985-11-01,pce,2771.1,0.1937520856328773
1985-12-01,pce,2811.3,0.1971917755473984
1986-01-01,pce,2827.1,0.1985436934740012
1986-02-01,pce,2820.2,0.1979532989364342
1986-03-01,pce,2823.6,0.198244217983931
1986-04-01,pce,2835.2,0.1992367653224495
1986-05-01,pce,2857.5,0.2011448520163257
1986-06-01,pce,2861.7,0.20150422260441
1986-07-01,pce,2881.2,0.2031727289062299
1986-08-01,pce,2898.6,0.2046615499140077
1986-09-01,pce,2971.8,0.2109248658777627
1986-10-01,pce,2932.9,0.2075964097166962
1986-11-01,pce,2928.4,0.2072113698008916
1986-12-01,pce,2997.1,0.2130896458488419
1987-01-01,pce,2935.5,0.2078188772236055
1987-02-01,pce,3001.7,0.2134832422072199
1987-03-01,pce,3013.3,0.2144757895457385
1987-04-01,pce,3038.8,0.2166576824019646
1987-05-01,pce,3048.4,0.2174791008890144
1987-06-01,pce,3072.8,0.2195668728769327
1987-07-01,pce,3094.7,0.2214407338005151
1987-08-01,pce,3130.8,0.2245296095695254
1987-09-01,pce,3126.5,0.2241616825388676
1987-10-01,pce,3134.5,0.2248461979447425
1987-11-01,pce,3144.2,0.2256761728743657
1987-12-01,pce,3174.1,0.228234549203823
1988-01-01,pce,3213.7,0.2316229004629035
1988-02-01,pce,3221.4,0.2322817465410581
1988-03-01,pce,3260.5,0.2356273155872714
1988-04-01,pce,3263.0,0.2358412266516073
1988-05-01,pce,3293.6,0.2384594980790786
1988-06-01,pce,3318.5,0.2405900522798641
1988-07-01,pce,3342.7,0.2426607113826356
1988-08-01,pce,3368.0,0.2448254913537148
1988-09-01,pce,3375.0,0.2454244423338553
1988-10-01,pce,3413.7,0.2487357856097749
1988-11-01,pce,3430.2,0.2501475986343918
1988-12-01,pce,3459.7,0.2526717491935553
1989-01-01,pce,3483.7,0.2547252954111799
1989-02-01,pce,3488.0,0.2550932224418376
1989-03-01,pce,3498.8,0.2560173182397687
1989-04-01,pce,3543.0,0.2597992658572272
1989-05-01,pce,3551.8,0.2605522328036896
1989-06-01,pce,3566.6,0.261818586304558
1989-07-01,pce,3585.7,0.2634528668360842
1989-08-01,pce,3620.6,0.2664390652942133
1989-09-01,pce,3621.9,0.2665502990476679
1989-10-01,pce,3633.6,0.2675514028287599
1989-11-01,pce,3643.3,0.2683813777583832
1989-12-01,pce,3684.2,0.2718809627709184
1990-01-01,pce,3730.7,0.275859708567566
1990-02-01,pce,3728.2,0.2756457975032301
1990-03-01,pce,3754.9,0.2779303676703374
1990-04-01,pce,3770.0,0.2792223904989262
1990-05-01,pce,3775.8,0.2797186641681855
1990-06-01,pce,3804.5,0.2821743631867615
1990-07-01,pce,3821.7,0.2836460713093924
1990-08-01,pce,3848.3,0.2859220850339263
1990-09-01,pce,3870.1,0.2877873895149353
1990-10-01,pce,3870.6,0.2878301717278025
1990-11-01,pce,3871.9,0.2879414054812572
1990-12-01,pce,3861.3,0.287034422568473
1991-01-01,pce,3841.0,0.2852974647260655
1991-02-01,pce,3866.7,0.2874964704674385
1991-03-01,pce,3913.0,0.2914581033789392
1991-04-01,pce,3907.1,0.2909532732671065
1991-05-01,pce,3933.2,0.2931865047787732
1991-06-01,pce,3940.5,0.293811125086634
1991-07-01,pce,3966.0,0.2959930179428601
1991-08-01,pce,3969.1,0.2962582676626366
1991-09-01,pce,3984.7,0.2975930727040926
1991-10-01,pce,3976.0,0.2968486622002037
1991-11-01,pce,4003.6,0.2992102403504719
1991-12-01,pce,4020.5,0.3006562791453825
1992-01-01,pce,4084.7,0.3061495152775282
1992-02-01,pce,4099.5,0.3074158687783968
1992-03-01,pce,4117.0,0.308913246228748
1992-04-01,pce,4131.5,0.3101539304018961
1992-05-01,pce,4158.4,0.3124556134541503
1992-06-01,pce,4177.1,0.3140556682153828
1992-07-01,pce,4204.8,0.3164258028082245
1992-08-01,pce,4220.9,0.3178033900625476
1992-09-01,pce,4255.3,0.3207468063078095
1992-10-01,pce,4284.7,0.3232624004243996
1992-11-01,pce,4300.5,0.3246143183510024
1992-12-01,pce,4336.4,0.3276860812348658
1993-01-01,pce,4340.7,0.3280540082655235
1993-02-01,pce,4355.3,0.3293032488812452
1993-03-01,pce,4352.5,0.329063668489189
1993-04-01,pce,4393.4,0.3325632535017241
1993-05-01,pce,4422.4,0.3350446218480205
1993-06-01,pce,4440.0,0.3365505557409452
1993-07-01,pce,4468.9,0.339023367644668
1993-08-01,pce,4481.1,0.3400672536386273
1993-09-01,pce,4511.5,0.3426684121809517
1993-10-01,pce,4532.8,0.3444909344490935
1993-11-01,pce,4554.1,0.3463134567172353
1993-12-01,pce,4571.1,0.3477680519547194
1994-01-01,pce,4585.1,0.3489659539150004
1994-02-01,pce,4632.6,0.3530302641373823
1994-03-01,pce,4646.0,0.3541768274422227
1994-04-01,pce,4671.1,0.356324494528155
1994-05-01,pce,4669.5,0.3561875914469801
1994-06-01,pce,4708.9,0.3595588298209137
1994-07-01,pce,4720.6,0.3605599336020057
1994-08-01,pce,4762.6,0.3641536394828487
1994-09-01,pce,4775.0,0.3652146383619546
1994-10-01,pce,4812.9,0.3684575300972867
1994-11-01,pce,4825.6,0.3695441983041131
1994-12-01,pce,4841.6,0.3709132291158629
1995-01-01,pce,4851.2,0.3717346476029126
1995-02-01,pce,4850.8,0.3717004218326189
1995-03-01,pce,4885.4,0.3746609509630276
1995-04-01,pce,4890.2,0.3750716602065526
1995-05-01,pce,4933.1,0.3787423740705565
1995-06-01,pce,4977.5,0.3825414345731619
1995-07-01,pce,4970.2,0.3819168142653011
1995-08-01,pce,5005.3,0.3849201256085771
1995-09-01,pce,5020.5,0.3862207048797392
1995-10-01,pce,5013.9,0.3856559796698924
1995-11-01,pce,5055.6,0.3892240162230152
1995-12-01,pce,5097.5,0.3928091656612847
1996-01-01,pce,5085.7,0.3917995054376193
1996-02-01,pce,5132.8,0.3958295898897075
1996-03-01,pce,5173.3,0.3992949491319489
1996-04-01,pce,5208.0,0.4022640347049311
1996-05-01,pce,5223.8,0.403615952631534
1996-06-01,pce,5229.8,0.4041293391859401
1996-07-01,pce,5251.9,0.4060203129946694
1996-08-01,pce,5275.0,0.407996851229133
1996-09-01,pce,5296.6,0.4098450428249952
1996-10-01,pce,5328.5,0.4125745480059211
1996-11-01,pce,5351.2,0.414516860470091
1996-12-01,pce,5378.6,0.4168613257352124
1997-01-01,pce,5411.1,0.419642169571579
1997-02-01,pce,5434.0,0.4216015949208958
1997-03-01,pce,5454.2,0.4233299963207297
1997-04-01,pce,5459.3,0.423766374891975
1997-05-01,pce,5460.2,0.4238433828751359
1997-06-01,pce,5494.2,0.426752573350104
1997-07-01,pce,5548.8,0.4314243909951999
1997-08-01,pce,5587.0,0.4346929520582523
1997-09-01,pce,5601.7,0.4359507491165473
1997-10-01,pce,5637.7,0.4390310684429842
1997-11-01,pce,5661.1,0.4410332760051682
1997-12-01,pce,5692.1,0.4436857732029332
1998-01-01,pce,5689.9,0.4434975314663176
1998-02-01,pce,5723.8,0.4463981654987123
1998-03-01,pce,5750.3,0.4486656227806728
1998-04-01,pce,5788.1,0.4518999580734315
1998-05-01,pce,5837.9,0.4561610664750024
1998-06-01,pce,5871.7,0.4590531440648236
1998-07-01,pce,5890.0,0.4606189730557624
1998-08-01,pce,5925.0,0.4636137279564649
1998-09-01,pce,5965.6,0.4670876436412798
1998-10-01,pce,5998.8,0.4699283825756604
1998-11-01,pce,6015.4,0.4713487520428507
1998-12-01,pce,6070.5,0.4760633519008138
1999-01-01,pce,6072.9,0.4762687065225762
1999-02-01,pce,6101.8,0.4787415184262992
1999-03-01,pce,6132.9,0.4814025720666376
1999-04-01,pce,6196.2,0.4868188002156224
1999-05-01,pce,6225.7,0.4893429507747859
1999-06-01,pce,6254.0,0.4917644240230682
1999-07-01,pce,6281.5,0.494117445730763
1999-08-01,pce,6326.5,0.4979678448888091
1999-09-01,pce,6378.8,0.502442864354716
1999-10-01,pce,6402.1,0.5044365154743266
1999-11-01,pce,6437.9,0.5074997219156164
1999-12-01,pce,6538.7,0.5161246160296395
2000-01-01,pce,6535.3,0.5158336969821428
2000-02-01,pce,6619.7,0.5230553345141224
2000-03-01,pce,6685.8,0.5287111430551635
2000-04-01,pce,6671.1,0.5274533459968684
2000-05-01,pce,6707.6,0.5305764475361725
2000-06-01,pce,6743.9,0.5336824361903295
2000-07-01,pce,6764.1,0.5354108375901636
2000-08-01,pce,6799.1,0.5384055924908661
2000-09-01,pce,6882.9,0.5455758913674051
2000-10-01,pce,6888.2,0.5460293828237972
2000-11-01,pce,6902.4,0.5472443976692251
2000-12-01,pce,6945.7,0.5509493373035228
2001-01-01,pce,6977.0,0.5536275038290082
2001-02-01,pce,6995.8,0.555236115032814
2001-03-01,pce,6987.9,0.5545601560695126
2001-04-01,pce,7001.2,0.5556981629317795
2001-05-01,pce,7047.1,0.5596255700729865
2001-06-01,pce,7060.7,0.5607892462629738
2001-07-01,pce,7072.2,0.5617732371589189
2001-08-01,pce,7108.9,0.5649134515833698
2001-09-01,pce,7012.8,0.5566907102702982
2001-10-01,pce,7208.4,0.5734271119439383
2001-11-01,pce,7167.9,0.5699617527016968
2001-12-01,pce,7147.7,0.5682333513018628
2002-01-01,pce,7174.3,0.5705093650263967
2002-02-01,pce,7218.3,0.5742741997587084
2002-03-01,pce,7237.2,0.5758913674050877
2002-04-01,pce,7305.4,0.5817268612401708
2002-05-01,pce,7282.7,0.5797845487760009
2002-06-01,pce,7318.2,0.5828220858895706
2002-07-01,pce,7380.4,0.5881441931702476
2002-08-01,pce,7401.5,0.5899496025532426
2002-09-01,pce,7391.0,0.5890511760830318
2002-10-01,pce,7430.7,0.5924480837846857
2002-11-01,pce,7459.7,0.5949294521309821
2002-12-01,pce,7512.8,0.5994729231374765
2003-01-01,pce,7533.1,0.6012098809798839
2003-02-01,pce,7535.9,0.6014494613719401
2003-03-01,pce,7598.4,0.6067972379803374
2003-04-01,pce,7621.0,0.6087309940019339
2003-05-01,pce,7628.1,0.6093385014246478
2003-06-01,pce,7678.6,0.6136595049242328
2003-07-01,pce,7738.2,0.6187591446980004
2003-08-01,pce,7834.5,0.626998998896219
2003-09-01,pce,7835.0,0.6270417811090861
2003-10-01,pce,7845.7,0.6279573204644437
2003-11-01,pce,7899.6,0.6325692430115256
2003-12-01,pce,7929.2,0.6351019500132625
2004-01-01,pce,7987.4,0.6400817995910021
2004-02-01,pce,8019.8,0.6428540869847953
2004-03-01,pce,8076.0,0.6476628077110661
2004-04-01,pce,8088.6,0.6487409194753191
2004-05-01,pce,8163.2,0.6551240256351021
2004-06-01,pce,8147.2,0.6537549948233523
2004-07-01,pce,8218.9,0.6598899641485056
2004-08-01,pce,8253.1,0.6628162675086208
2004-09-01,pce,8321.1,0.668634648458557
2004-10-01,pce,8374.6,0.6732123452353451
2004-11-01,pce,8420.6,0.6771483088191255
2004-12-01,pce,8481.5,0.6823591823463477
2005-01-01,pce,8470.2,0.6813923043355496
2005-02-01,pce,8529.2,0.6864406054538766
2005-03-01,pce,8569.5,0.6898888518109711
2005-04-01,pce,8645.6,0.6964003046093558
2005-05-01,pce,8643.9,0.6962548450856073
2005-06-01,pce,8724.8,0.7031770071275166
2005-07-01,pce,8829.5,0.7121356025019039
2005-08-01,pce,8832.4,0.7123837393365334
2005-09-01,pce,8885.8,0.716952879670748
2005-10-01,pce,8926.6,0.7204439082407099
2005-11-01,pce,8938.5,0.7214621249069487
2005-12-01,pce,8969.6,0.7241231785472872
2006-01-01,pce,9059.8,0.7318410897485261
2006-02-01,pce,9090.1,0.7344336918482772
2006-03-01,pce,9122.1,0.7371717534717767
2006-04-01,pce,9174.8,0.7416809987079771
2006-05-01,pce,9215.1,0.7451292450650718
2006-06-01,pce,9240.8,0.7473282508064447
2006-07-01,pce,9322.6,0.7543274208315152
2006-08-01,pce,9321.8,0.7542589692909276
2006-09-01,pce,9354.7,0.7570740388975881
2006-10-01,pce,9373.2,0.7586569807736736
2006-11-01,pce,9380.2,0.7592559317538141
2006-12-01,pce,9469.0,0.766854052759025
2007-01-01,pce,9516.3,0.77090125009626
2007-02-01,pce,9546.8,0.7735109650811578
2007-03-01,pce,9585.1,0.7767880825867838
2007-04-01,pce,9615.7,0.7794063540142552
2007-05-01,pce,9651.3,0.7824524475703981
2007-06-01,pce,9667.3,0.7838214783821478
2007-07-01,pce,9709.6,0.7874408535907111
2007-08-01,pce,9753.9,0.7912313576507432
2007-09-01,pce,9797.9,0.7949961923830549
2007-10-01,pce,9827.0,0.7974861171719246
2007-11-01,pce,9897.8,0.8035440785139171
2007-12-01,pce,9908.4,0.8044510614267012
2008-01-01,pce,9930.0,0.8062992530225633
2008-02-01,pce,9913.4,0.8048788835553731
2008-03-01,pce,9959.4,0.8088148471391534
2008-04-01,pce,9996.8,0.8120149566616184
2008-05-01,pce,10053.8,0.8168921289284766
2008-06-01,pce,10107.9,0.8215211643607054
2008-07-01,pce,10104.7,0.8212473581983556
2008-08-01,pce,10094.7,0.820391713941012
2008-09-01,pce,10043.5,0.8160108153434129
2008-10-01,pce,9960.3,0.8088918551223143
2008-11-01,pce,9820.8,0.7969556177323716
2008-12-01,pce,9730.7,0.7892462629737061
2009-01-01,pce,9783.8,0.7937897339802004
2009-02-01,pce,9766.0,0.7922666872021289
2009-03-01,pce,9718.5,0.7882023769797469
2009-04-01,pce,9724.8,0.7887414328618734
2009-05-01,pce,9748.9,0.7908035355220714
2009-06-01,pce,9806.9,0.795766272214664
2009-07-01,pce,9841.7,0.7987439142302197
2009-08-01,pce,9961.0,0.8089517502203284
2009-09-01,pce,9883.4,0.8023119507833423
2009-10-01,pce,9931.9,0.8064618254314586
2009-11-01,pce,9940.5,0.8071976794927741
2009-12-01,pce,9998.9,0.8121946419556605
2010-01-01,pce,10001.8,0.8124427787902901
2010-02-01,pce,10030.6,0.8149070342514397
2010-03-01,pce,10089.1,0.8199125531568996
2010-04-01,pce,10112.9,0.8219489864893772
2010-05-01,pce,10131.0,0.8234977025951691
2010-06-01,pce,10151.4,0.8252432168801499
2010-07-01,pce,10184.7,0.8280925122571041
2010-08-01,pce,10228.2,0.8318145647765486
2010-09-01,pce,10249.0,0.8335943048318232
2010-10-01,pce,10304.7,0.8383602433452269
2010-11-01,pce,10354.7,0.8426384646319447
2010-12-01,pce,10392.1,0.8458385741544097
2011-01-01,pce,10435.5,0.8495520702312807
2011-02-01,pce,10470.1,0.8525125993616894
2011-03-01,pce,10550.5,0.8593919791907317
2011-04-01,pce,10587.6,0.8625664193854764
2011-05-01,pce,10612.0,0.8646541913733946
2011-06-01,pce,10636.8,0.8667761891316066
2011-07-01,pce,10677.5,0.870258661258995
2011-08-01,pce,10700.6,0.8722351994934586
2011-09-01,pce,10738.1,0.8754438654584971
2011-10-01,pce,10753.1,0.8767273318445125
2011-11-01,pce,10759.5,0.8772749441692123
2011-12-01,pce,10772.2,0.8783616123760386
2012-01-01,pce,10862.1,0.8860538542495573
2012-02-01,pce,10953.5,0.8938744427616775
2012-03-01,pce,10951.8,0.8937289832379289
2012-04-01,pce,10979.7,0.8961162307159176
2012-05-01,pce,10968.6,0.8951664655902662
2012-06-01,pce,10946.3,0.89325837889639
2012-07-01,pce,10977.2,0.8959023196515817
2012-08-01,pce,11004.1,0.8982040027038359
2012-09-01,pce,11061.5,0.903115400740988
2012-10-01,pce,11099.8,0.9063925182466138
2012-11-01,pce,11136.8,0.909558401998785
2012-12-01,pce,11140.5,0.909874990374002
2013-01-01,pce,11202.8,0.9152056540972524
2013-02-01,pce,11239.6,0.9183544249642768
2013-03-01,pce,11227.1,0.9172848696425976
2013-04-01,pce,11205.4,0.915428121604162
2013-05-01,pce,11244.6,0.9187822470929488
2013-06-01,pce,11268.8,0.92085290619572
2013-07-01,pce,11296.7,0.9232401536737088
2013-08-01,pce,11329.2,0.9260209975100752
2013-09-01,pce,11366.9,0.9292467763602604
2013-10-01,pce,11419.8,0.933773134481608
2013-11-01,pce,11487.6,0.9395744025463972
2013-12-01,pce,11517.9,0.9421670046461484
2014-01-01,pce,11512.5,0.9417049567471828
2014-02-01,pce,11566.2,0.9462997664091178
2014-03-01,pce,11643.0,0.9528711143055164
2014-04-01,pce,11702.6,0.957970754079284
2014-05-01,pce,11748.4,0.9618896047779176
2014-06-01,pce,11817.0,0.9677593243832944
2014-07-01,pce,11860.5,0.971481376902739
2014-08-01,pce,11944.3,0.978651675779278
2014-09-01,pce,11957.4,0.979772569756398
2014-10-01,pce,12023.0,0.985385596084572
2014-11-01,pce,12051.4,0.9878156257754276
2014-12-01,pce,12062.0,0.9887226086882118
2015-01-01,pce,12046.0,0.9873535778764622
2015-02-01,pce,12082.4,0.9904681229731926
2015-03-01,pce,12158.3,0.9969624628864304
2015-04-01,pce,12193.8,1.0
1967-07-01,pop,198712.0,0.0
1967-08-01,pop,198911.0,0.0016352988543581
1967-09-01,pop,199113.0,0.0032952504552643
1967-10-01,pop,199311.0,0.0049223317274397
1967-11-01,pop,199498.0,0.0064590195956053
1967-12-01,pop,199657.0,0.0077656151626553
1968-01-01,pop,199808.0,0.0090064700722436
1968-02-01,pop,199920.0,0.0099268392767064
1968-03-01,pop,200056.0,0.0110444304535542
1968-04-01,pop,200208.0,0.0122935029453252
1968-05-01,pop,200361.0,0.0135507930192789
1968-06-01,pop,200536.0,0.0149888699012521
1968-07-01,pop,200706.0,0.0163858588723118
1968-08-01,pop,200898.0,0.017963634651391
1968-09-01,pop,201095.0,0.0195824983413837
